Territory X Date,target,cases,Territory,Date,Continent
Aruba X 2/3/20,0,0,Aruba,2/3/2020,South America
Aruba X 2/4/20,0,0,Aruba,2/4/2020,South America
Aruba X 2/5/20,0,0,Aruba,2/5/2020,South America
Aruba X 2/6/20,0,0,Aruba,2/6/2020,South America
Aruba X 2/7/20,0,0,Aruba,2/7/2020,South America
Aruba X 2/8/20,0,0,Aruba,2/8/2020,South America
Aruba X 2/9/20,0,0,Aruba,2/9/2020,South America
Aruba X 2/10/20,0,0,Aruba,2/10/2020,South America
Aruba X 2/11/20,0,0,Aruba,2/11/2020,South America
Aruba X 2/12/20,0,0,Aruba,2/12/2020,South America
Aruba X 2/13/20,0,0,Aruba,2/13/2020,South America
Aruba X 2/14/20,0,0,Aruba,2/14/2020,South America
Aruba X 2/15/20,0,0,Aruba,2/15/2020,South America
Aruba X 2/16/20,0,0,Aruba,2/16/2020,South America
Aruba X 2/17/20,0,0,Aruba,2/17/2020,South America
Aruba X 2/18/20,0,0,Aruba,2/18/2020,South America
Aruba X 2/19/20,0,0,Aruba,2/19/2020,South America
Aruba X 2/20/20,0,0,Aruba,2/20/2020,South America
Aruba X 2/21/20,0,0,Aruba,2/21/2020,South America
Aruba X 2/22/20,0,0,Aruba,2/22/2020,South America
Aruba X 2/23/20,0,0,Aruba,2/23/2020,South America
Aruba X 2/24/20,0,0,Aruba,2/24/2020,South America
Aruba X 2/25/20,0,0,Aruba,2/25/2020,South America
Aruba X 2/26/20,0,0,Aruba,2/26/2020,South America
Aruba X 2/27/20,0,0,Aruba,2/27/2020,South America
Aruba X 2/28/20,0,0,Aruba,2/28/2020,South America
Aruba X 2/29/20,0,0,Aruba,2/29/2020,South America
Aruba X 3/1/20,0,0,Aruba,3/1/2020,South America
Aruba X 3/2/20,0,0,Aruba,3/2/2020,South America
Aruba X 3/3/20,0,0,Aruba,3/3/2020,South America
Aruba X 3/4/20,0,0,Aruba,3/4/2020,South America
Aruba X 3/5/20,0,0,Aruba,3/5/2020,South America
Aruba X 3/6/20,0,0,Aruba,3/6/2020,South America
Aruba X 3/7/20,0,0,Aruba,3/7/2020,South America
Aruba X 3/8/20,0,0,Aruba,3/8/2020,South America
Aruba X 3/9/20,0,0,Aruba,3/9/2020,South America
Aruba X 3/10/20,0,0,Aruba,3/10/2020,South America
Aruba X 3/11/20,0,0,Aruba,3/11/2020,South America
Aruba X 3/12/20,0,0,Aruba,3/12/2020,South America
Australia X 1/22/20,0,0,Australia,1/22/2020,Oceania
Australia X 1/23/20,0,0,Australia,1/23/2020,Oceania
Australia X 1/24/20,0,0,Australia,1/24/2020,Oceania
Australia X 1/25/20,0,0,Australia,1/25/2020,Oceania
Australia X 1/26/20,0,4,Australia,1/26/2020,Oceania
Australia X 1/27/20,0,5,Australia,1/27/2020,Oceania
Australia X 1/28/20,0,5,Australia,1/28/2020,Oceania
Australia X 1/29/20,0,6,Australia,1/29/2020,Oceania
Australia X 1/30/20,0,9,Australia,1/30/2020,Oceania
Australia X 1/31/20,0,9,Australia,1/31/2020,Oceania
Australia X 2/1/20,0,12,Australia,2/1/2020,Oceania
Australia X 2/2/20,0,12,Australia,2/2/2020,Oceania
Australia X 2/3/20,0,12,Australia,2/3/2020,Oceania
Australia X 2/4/20,0,13,Australia,2/4/2020,Oceania
Australia X 2/5/20,0,13,Australia,2/5/2020,Oceania
Australia X 2/6/20,0,14,Australia,2/6/2020,Oceania
Australia X 2/7/20,0,15,Australia,2/7/2020,Oceania
Australia X 2/8/20,0,15,Australia,2/8/2020,Oceania
Australia X 2/9/20,0,15,Australia,2/9/2020,Oceania
Australia X 2/10/20,0,15,Australia,2/10/2020,Oceania
Australia X 2/11/20,0,15,Australia,2/11/2020,Oceania
Australia X 2/12/20,0,15,Australia,2/12/2020,Oceania
Australia X 2/13/20,0,15,Australia,2/13/2020,Oceania
Australia X 2/14/20,0,15,Australia,2/14/2020,Oceania
Australia X 2/15/20,0,15,Australia,2/15/2020,Oceania
Australia X 2/16/20,0,15,Australia,2/16/2020,Oceania
Australia X 2/17/20,0,15,Australia,2/17/2020,Oceania
Australia X 2/18/20,0,15,Australia,2/18/2020,Oceania
Australia X 2/19/20,0,15,Australia,2/19/2020,Oceania
Australia X 2/20/20,0,15,Australia,2/20/2020,Oceania
Australia X 2/21/20,0,19,Australia,2/21/2020,Oceania
Australia X 2/22/20,0,22,Australia,2/22/2020,Oceania
Australia X 2/23/20,0,22,Australia,2/23/2020,Oceania
Australia X 2/24/20,0,22,Australia,2/24/2020,Oceania
Australia X 2/25/20,0,22,Australia,2/25/2020,Oceania
Australia X 2/26/20,0,22,Australia,2/26/2020,Oceania
Australia X 2/27/20,0,23,Australia,2/27/2020,Oceania
Australia X 2/28/20,0,23,Australia,2/28/2020,Oceania
Australia X 2/29/20,0,25,Australia,2/29/2020,Oceania
Australia X 3/1/20,1,27,Australia,3/1/2020,Oceania
Australia X 3/2/20,1,30,Australia,3/2/2020,Oceania
Australia X 3/3/20,1,39,Australia,3/3/2020,Oceania
Australia X 3/4/20,2,52,Australia,3/4/2020,Oceania
Australia X 3/5/20,2,55,Australia,3/5/2020,Oceania
Australia X 3/6/20,2,60,Australia,3/6/2020,Oceania
Australia X 3/7/20,2,63,Australia,3/7/2020,Oceania
Australia X 3/8/20,3,76,Australia,3/8/2020,Oceania
Australia X 3/9/20,3,91,Australia,3/9/2020,Oceania
Australia X 3/10/20,3,107,Australia,3/10/2020,Oceania
Australia X 3/11/20,3,128,Australia,3/11/2020,Oceania
Australia X 3/12/20,3,128,Australia,3/12/2020,Oceania
Austria X 1/22/20,0,0,Austria,1/22/2020,Europe
Austria X 1/23/20,0,0,Austria,1/23/2020,Europe
Austria X 1/24/20,0,0,Austria,1/24/2020,Europe
Austria X 1/25/20,0,0,Austria,1/25/2020,Europe
Austria X 1/26/20,0,0,Austria,1/26/2020,Europe
Austria X 1/27/20,0,0,Austria,1/27/2020,Europe
Austria X 1/28/20,0,0,Austria,1/28/2020,Europe
Austria X 1/29/20,0,0,Austria,1/29/2020,Europe
Austria X 1/30/20,0,0,Austria,1/30/2020,Europe
Austria X 1/31/20,0,0,Austria,1/31/2020,Europe
Austria X 2/1/20,0,0,Austria,2/1/2020,Europe
Austria X 2/2/20,0,0,Austria,2/2/2020,Europe
Austria X 2/3/20,0,0,Austria,2/3/2020,Europe
Austria X 2/4/20,0,0,Austria,2/4/2020,Europe
Austria X 2/5/20,0,0,Austria,2/5/2020,Europe
Austria X 2/6/20,0,0,Austria,2/6/2020,Europe
Austria X 2/7/20,0,0,Austria,2/7/2020,Europe
Austria X 2/8/20,0,0,Austria,2/8/2020,Europe
Austria X 2/9/20,0,0,Austria,2/9/2020,Europe
Austria X 2/10/20,0,0,Austria,2/10/2020,Europe
Austria X 2/11/20,0,0,Austria,2/11/2020,Europe
Austria X 2/12/20,0,0,Austria,2/12/2020,Europe
Austria X 2/13/20,0,0,Austria,2/13/2020,Europe
Austria X 2/14/20,0,0,Austria,2/14/2020,Europe
Austria X 2/15/20,0,0,Austria,2/15/2020,Europe
Austria X 2/16/20,0,0,Austria,2/16/2020,Europe
Austria X 2/17/20,0,0,Austria,2/17/2020,Europe
Austria X 2/18/20,0,0,Austria,2/18/2020,Europe
Austria X 2/19/20,0,0,Austria,2/19/2020,Europe
Austria X 2/20/20,0,0,Austria,2/20/2020,Europe
Austria X 2/21/20,0,0,Austria,2/21/2020,Europe
Austria X 2/22/20,0,0,Austria,2/22/2020,Europe
Austria X 2/23/20,0,0,Austria,2/23/2020,Europe
Austria X 2/24/20,0,0,Austria,2/24/2020,Europe
Austria X 2/25/20,0,2,Austria,2/25/2020,Europe
Austria X 2/26/20,0,2,Austria,2/26/2020,Europe
Austria X 2/27/20,0,3,Austria,2/27/2020,Europe
Austria X 2/28/20,0,3,Austria,2/28/2020,Europe
Austria X 2/29/20,0,9,Austria,2/29/2020,Europe
Austria X 3/1/20,0,14,Austria,3/1/2020,Europe
Austria X 3/2/20,0,18,Austria,3/2/2020,Europe
Austria X 3/3/20,0,21,Austria,3/3/2020,Europe
Austria X 3/4/20,0,29,Austria,3/4/2020,Europe
Austria X 3/5/20,0,41,Austria,3/5/2020,Europe
Austria X 3/6/20,0,55,Austria,3/6/2020,Europe
Austria X 3/7/20,0,79,Austria,3/7/2020,Europe
Austria X 3/8/20,0,104,Austria,3/8/2020,Europe
Austria X 3/9/20,0,131,Austria,3/9/2020,Europe
Austria X 3/10/20,0,182,Austria,3/10/2020,Europe
Austria X 3/11/20,0,246,Austria,3/11/2020,Europe
Austria X 3/12/20,1,302,Austria,3/12/2020,Europe
Azerbaijan X 1/22/20,0,0,Azerbaijan,1/22/2020,Europe and Asia
Azerbaijan X 1/23/20,0,0,Azerbaijan,1/23/2020,Europe and Asia
Azerbaijan X 1/24/20,0,0,Azerbaijan,1/24/2020,Europe and Asia
Azerbaijan X 1/25/20,0,0,Azerbaijan,1/25/2020,Europe and Asia
Azerbaijan X 1/26/20,0,0,Azerbaijan,1/26/2020,Europe and Asia
Azerbaijan X 1/27/20,0,0,Azerbaijan,1/27/2020,Europe and Asia
Azerbaijan X 1/28/20,0,0,Azerbaijan,1/28/2020,Europe and Asia
Azerbaijan X 1/29/20,0,0,Azerbaijan,1/29/2020,Europe and Asia
Azerbaijan X 1/30/20,0,0,Azerbaijan,1/30/2020,Europe and Asia
Azerbaijan X 1/31/20,0,0,Azerbaijan,1/31/2020,Europe and Asia
Azerbaijan X 2/1/20,0,0,Azerbaijan,2/1/2020,Europe and Asia
Azerbaijan X 2/2/20,0,0,Azerbaijan,2/2/2020,Europe and Asia
Azerbaijan X 2/3/20,0,0,Azerbaijan,2/3/2020,Europe and Asia
Azerbaijan X 2/4/20,0,0,Azerbaijan,2/4/2020,Europe and Asia
Azerbaijan X 2/5/20,0,0,Azerbaijan,2/5/2020,Europe and Asia
Azerbaijan X 2/6/20,0,0,Azerbaijan,2/6/2020,Europe and Asia
Azerbaijan X 2/7/20,0,0,Azerbaijan,2/7/2020,Europe and Asia
Azerbaijan X 2/8/20,0,0,Azerbaijan,2/8/2020,Europe and Asia
Azerbaijan X 2/9/20,0,0,Azerbaijan,2/9/2020,Europe and Asia
Azerbaijan X 2/10/20,0,0,Azerbaijan,2/10/2020,Europe and Asia
Azerbaijan X 2/11/20,0,0,Azerbaijan,2/11/2020,Europe and Asia
Azerbaijan X 2/12/20,0,0,Azerbaijan,2/12/2020,Europe and Asia
Azerbaijan X 2/13/20,0,0,Azerbaijan,2/13/2020,Europe and Asia
Azerbaijan X 2/14/20,0,0,Azerbaijan,2/14/2020,Europe and Asia
Azerbaijan X 2/15/20,0,0,Azerbaijan,2/15/2020,Europe and Asia
Azerbaijan X 2/16/20,0,0,Azerbaijan,2/16/2020,Europe and Asia
Azerbaijan X 2/17/20,0,0,Azerbaijan,2/17/2020,Europe and Asia
Azerbaijan X 2/18/20,0,0,Azerbaijan,2/18/2020,Europe and Asia
Azerbaijan X 2/19/20,0,0,Azerbaijan,2/19/2020,Europe and Asia
Azerbaijan X 2/20/20,0,0,Azerbaijan,2/20/2020,Europe and Asia
Azerbaijan X 2/21/20,0,0,Azerbaijan,2/21/2020,Europe and Asia
Azerbaijan X 2/22/20,0,0,Azerbaijan,2/22/2020,Europe and Asia
Azerbaijan X 2/23/20,0,0,Azerbaijan,2/23/2020,Europe and Asia
Azerbaijan X 2/24/20,0,0,Azerbaijan,2/24/2020,Europe and Asia
Azerbaijan X 2/25/20,0,0,Azerbaijan,2/25/2020,Europe and Asia
Azerbaijan X 2/26/20,0,0,Azerbaijan,2/26/2020,Europe and Asia
Azerbaijan X 2/27/20,0,0,Azerbaijan,2/27/2020,Europe and Asia
Azerbaijan X 2/28/20,0,0,Azerbaijan,2/28/2020,Europe and Asia
Azerbaijan X 2/29/20,0,0,Azerbaijan,2/29/2020,Europe and Asia
Azerbaijan X 3/1/20,0,3,Azerbaijan,3/1/2020,Europe and Asia
Azerbaijan X 3/2/20,0,3,Azerbaijan,3/2/2020,Europe and Asia
Azerbaijan X 3/3/20,0,3,Azerbaijan,3/3/2020,Europe and Asia
Azerbaijan X 3/4/20,0,3,Azerbaijan,3/4/2020,Europe and Asia
Azerbaijan X 3/5/20,0,6,Azerbaijan,3/5/2020,Europe and Asia
Azerbaijan X 3/6/20,0,6,Azerbaijan,3/6/2020,Europe and Asia
Azerbaijan X 3/7/20,0,9,Azerbaijan,3/7/2020,Europe and Asia
Azerbaijan X 3/8/20,0,9,Azerbaijan,3/8/2020,Europe and Asia
Azerbaijan X 3/9/20,0,9,Azerbaijan,3/9/2020,Europe and Asia
Azerbaijan X 3/10/20,0,11,Azerbaijan,3/10/2020,Europe and Asia
Azerbaijan X 3/11/20,0,11,Azerbaijan,3/11/2020,Europe and Asia
Azerbaijan X 3/12/20,0,11,Azerbaijan,3/12/2020,Europe and Asia
Bahamas (the) X 1/22/20,0,0,Bahamas (the),1/22/2020,North America
Bahamas (the) X 1/23/20,0,0,Bahamas (the),1/23/2020,North America
Bahamas (the) X 1/24/20,0,0,Bahamas (the),1/24/2020,North America
Bahamas (the) X 1/25/20,0,0,Bahamas (the),1/25/2020,North America
Bahamas (the) X 1/26/20,0,0,Bahamas (the),1/26/2020,North America
Bahamas (the) X 1/27/20,0,0,Bahamas (the),1/27/2020,North America
Bahamas (the) X 1/28/20,0,0,Bahamas (the),1/28/2020,North America
Bahamas (the) X 1/29/20,0,0,Bahamas (the),1/29/2020,North America
Bahamas (the) X 1/30/20,0,0,Bahamas (the),1/30/2020,North America
Bahamas (the) X 1/31/20,0,0,Bahamas (the),1/31/2020,North America
Bahamas (the) X 2/1/20,0,0,Bahamas (the),2/1/2020,North America
Bahamas (the) X 2/2/20,0,0,Bahamas (the),2/2/2020,North America
Bahamas (the) X 2/3/20,0,0,Bahamas (the),2/3/2020,North America
Bahamas (the) X 2/4/20,0,0,Bahamas (the),2/4/2020,North America
Bahamas (the) X 2/5/20,0,0,Bahamas (the),2/5/2020,North America
Bahamas (the) X 2/6/20,0,0,Bahamas (the),2/6/2020,North America
Bahamas (the) X 2/7/20,0,0,Bahamas (the),2/7/2020,North America
Bahamas (the) X 2/8/20,0,0,Bahamas (the),2/8/2020,North America
Bahamas (the) X 2/9/20,0,0,Bahamas (the),2/9/2020,North America
Bahamas (the) X 2/10/20,0,0,Bahamas (the),2/10/2020,North America
Bahamas (the) X 2/11/20,0,0,Bahamas (the),2/11/2020,North America
Bahamas (the) X 2/12/20,0,0,Bahamas (the),2/12/2020,North America
Bahamas (the) X 2/13/20,0,0,Bahamas (the),2/13/2020,North America
Bahamas (the) X 2/14/20,0,0,Bahamas (the),2/14/2020,North America
Bahamas (the) X 2/15/20,0,0,Bahamas (the),2/15/2020,North America
Bahamas (the) X 2/16/20,0,0,Bahamas (the),2/16/2020,North America
Bahamas (the) X 2/17/20,0,0,Bahamas (the),2/17/2020,North America
Bahamas (the) X 2/18/20,0,0,Bahamas (the),2/18/2020,North America
Bahamas (the) X 2/19/20,0,0,Bahamas (the),2/19/2020,North America
Bahamas (the) X 2/20/20,0,0,Bahamas (the),2/20/2020,North America
Bahamas (the) X 2/21/20,0,0,Bahamas (the),2/21/2020,North America
Bahamas (the) X 2/22/20,0,0,Bahamas (the),2/22/2020,North America
Bahamas (the) X 2/23/20,0,0,Bahamas (the),2/23/2020,North America
Bahamas (the) X 2/24/20,0,0,Bahamas (the),2/24/2020,North America
Bahamas (the) X 2/25/20,0,0,Bahamas (the),2/25/2020,North America
Bahamas (the) X 2/26/20,0,0,Bahamas (the),2/26/2020,North America
Bahamas (the) X 2/27/20,0,0,Bahamas (the),2/27/2020,North America
Bahamas (the) X 2/28/20,0,0,Bahamas (the),2/28/2020,North America
Bahamas (the) X 2/29/20,0,0,Bahamas (the),2/29/2020,North America
Bahamas (the) X 3/1/20,0,0,Bahamas (the),3/1/2020,North America
Bahamas (the) X 3/2/20,0,0,Bahamas (the),3/2/2020,North America
Bahamas (the) X 3/3/20,0,0,Bahamas (the),3/3/2020,North America
Bahamas (the) X 3/4/20,0,0,Bahamas (the),3/4/2020,North America
Bahamas (the) X 3/5/20,0,0,Bahamas (the),3/5/2020,North America
Bahamas (the) X 3/6/20,0,0,Bahamas (the),3/6/2020,North America
Bahamas (the) X 3/7/20,0,0,Bahamas (the),3/7/2020,North America
Bahamas (the) X 3/8/20,0,0,Bahamas (the),3/8/2020,North America
Bahamas (the) X 3/9/20,0,0,Bahamas (the),3/9/2020,North America
Bahamas (the) X 3/10/20,0,0,Bahamas (the),3/10/2020,North America
Bahamas (the) X 3/11/20,0,0,Bahamas (the),3/11/2020,North America
Bahamas (the) X 3/12/20,0,0,Bahamas (the),3/12/2020,North America
Bahrain X 1/22/20,0,0,Bahrain,1/22/2020,Asia
Bahrain X 1/23/20,0,0,Bahrain,1/23/2020,Asia
Bahrain X 1/24/20,0,0,Bahrain,1/24/2020,Asia
Bahrain X 1/25/20,0,0,Bahrain,1/25/2020,Asia
Bahrain X 1/26/20,0,0,Bahrain,1/26/2020,Asia
Bahrain X 1/27/20,0,0,Bahrain,1/27/2020,Asia
Bahrain X 1/28/20,0,0,Bahrain,1/28/2020,Asia
Bahrain X 1/29/20,0,0,Bahrain,1/29/2020,Asia
Bahrain X 1/30/20,0,0,Bahrain,1/30/2020,Asia
Bahrain X 1/31/20,0,0,Bahrain,1/31/2020,Asia
Bahrain X 2/1/20,0,0,Bahrain,2/1/2020,Asia
Bahrain X 2/2/20,0,0,Bahrain,2/2/2020,Asia
Bahrain X 2/3/20,0,0,Bahrain,2/3/2020,Asia
Bahrain X 2/4/20,0,0,Bahrain,2/4/2020,Asia
Bahrain X 2/5/20,0,0,Bahrain,2/5/2020,Asia
Bahrain X 2/6/20,0,0,Bahrain,2/6/2020,Asia
Bahrain X 2/7/20,0,0,Bahrain,2/7/2020,Asia
Bahrain X 2/8/20,0,0,Bahrain,2/8/2020,Asia
Bahrain X 2/9/20,0,0,Bahrain,2/9/2020,Asia
Bahrain X 2/10/20,0,0,Bahrain,2/10/2020,Asia
Bahrain X 2/11/20,0,0,Bahrain,2/11/2020,Asia
Bahrain X 2/12/20,0,0,Bahrain,2/12/2020,Asia
Bahrain X 2/13/20,0,0,Bahrain,2/13/2020,Asia
Bahrain X 2/14/20,0,0,Bahrain,2/14/2020,Asia
Bahrain X 2/15/20,0,0,Bahrain,2/15/2020,Asia
Bahrain X 2/16/20,0,0,Bahrain,2/16/2020,Asia
Bahrain X 2/17/20,0,0,Bahrain,2/17/2020,Asia
Bahrain X 2/18/20,0,0,Bahrain,2/18/2020,Asia
Bahrain X 2/19/20,0,0,Bahrain,2/19/2020,Asia
Bahrain X 2/20/20,0,0,Bahrain,2/20/2020,Asia
Bahrain X 2/21/20,0,0,Bahrain,2/21/2020,Asia
Bahrain X 2/22/20,0,0,Bahrain,2/22/2020,Asia
Bahrain X 2/23/20,0,0,Bahrain,2/23/2020,Asia
Bahrain X 2/24/20,0,1,Bahrain,2/24/2020,Asia
Bahrain X 2/25/20,0,23,Bahrain,2/25/2020,Asia
Bahrain X 2/26/20,0,33,Bahrain,2/26/2020,Asia
Bahrain X 2/27/20,0,33,Bahrain,2/27/2020,Asia
Bahrain X 2/28/20,0,36,Bahrain,2/28/2020,Asia
Bahrain X 2/29/20,0,41,Bahrain,2/29/2020,Asia
Bahrain X 3/1/20,0,47,Bahrain,3/1/2020,Asia
Bahrain X 3/2/20,0,49,Bahrain,3/2/2020,Asia
Bahrain X 3/3/20,0,49,Bahrain,3/3/2020,Asia
Bahrain X 3/4/20,0,52,Bahrain,3/4/2020,Asia
Bahrain X 3/5/20,0,55,Bahrain,3/5/2020,Asia
Bahrain X 3/6/20,0,60,Bahrain,3/6/2020,Asia
Bahrain X 3/7/20,0,85,Bahrain,3/7/2020,Asia
Bahrain X 3/8/20,0,85,Bahrain,3/8/2020,Asia
Bahrain X 3/9/20,0,95,Bahrain,3/9/2020,Asia
Bahrain X 3/10/20,0,110,Bahrain,3/10/2020,Asia
Bahrain X 3/11/20,0,195,Bahrain,3/11/2020,Asia
Bahrain X 3/12/20,0,195,Bahrain,3/12/2020,Asia
Bangladesh X 1/22/20,0,0,Bangladesh,1/22/2020,Asia
Bangladesh X 1/23/20,0,0,Bangladesh,1/23/2020,Asia
Bangladesh X 1/24/20,0,0,Bangladesh,1/24/2020,Asia
Bangladesh X 1/25/20,0,0,Bangladesh,1/25/2020,Asia
Bangladesh X 1/26/20,0,0,Bangladesh,1/26/2020,Asia
Bangladesh X 1/27/20,0,0,Bangladesh,1/27/2020,Asia
Bangladesh X 1/28/20,0,0,Bangladesh,1/28/2020,Asia
Bangladesh X 1/29/20,0,0,Bangladesh,1/29/2020,Asia
Bangladesh X 1/30/20,0,0,Bangladesh,1/30/2020,Asia
Bangladesh X 1/31/20,0,0,Bangladesh,1/31/2020,Asia
Bangladesh X 2/1/20,0,0,Bangladesh,2/1/2020,Asia
Bangladesh X 2/2/20,0,0,Bangladesh,2/2/2020,Asia
Bangladesh X 2/3/20,0,0,Bangladesh,2/3/2020,Asia
Bangladesh X 2/4/20,0,0,Bangladesh,2/4/2020,Asia
Bangladesh X 2/5/20,0,0,Bangladesh,2/5/2020,Asia
Bangladesh X 2/6/20,0,0,Bangladesh,2/6/2020,Asia
Bangladesh X 2/7/20,0,0,Bangladesh,2/7/2020,Asia
Bangladesh X 2/8/20,0,0,Bangladesh,2/8/2020,Asia
Bangladesh X 2/9/20,0,0,Bangladesh,2/9/2020,Asia
Bangladesh X 2/10/20,0,0,Bangladesh,2/10/2020,Asia
Bangladesh X 2/11/20,0,0,Bangladesh,2/11/2020,Asia
Bangladesh X 2/12/20,0,0,Bangladesh,2/12/2020,Asia
Bangladesh X 2/13/20,0,0,Bangladesh,2/13/2020,Asia
Bangladesh X 2/14/20,0,0,Bangladesh,2/14/2020,Asia
Bangladesh X 2/15/20,0,0,Bangladesh,2/15/2020,Asia
Bangladesh X 2/16/20,0,0,Bangladesh,2/16/2020,Asia
Bangladesh X 2/17/20,0,0,Bangladesh,2/17/2020,Asia
Bangladesh X 2/18/20,0,0,Bangladesh,2/18/2020,Asia
Bangladesh X 2/19/20,0,0,Bangladesh,2/19/2020,Asia
Bangladesh X 2/20/20,0,0,Bangladesh,2/20/2020,Asia
Bangladesh X 2/21/20,0,0,Bangladesh,2/21/2020,Asia
Bangladesh X 2/22/20,0,0,Bangladesh,2/22/2020,Asia
Bangladesh X 2/23/20,0,0,Bangladesh,2/23/2020,Asia
Bangladesh X 2/24/20,0,0,Bangladesh,2/24/2020,Asia
Bangladesh X 2/25/20,0,0,Bangladesh,2/25/2020,Asia
Bangladesh X 2/26/20,0,0,Bangladesh,2/26/2020,Asia
Bangladesh X 2/27/20,0,0,Bangladesh,2/27/2020,Asia
Bangladesh X 2/28/20,0,0,Bangladesh,2/28/2020,Asia
Bangladesh X 2/29/20,0,0,Bangladesh,2/29/2020,Asia
Bangladesh X 3/1/20,0,0,Bangladesh,3/1/2020,Asia
Bangladesh X 3/2/20,0,0,Bangladesh,3/2/2020,Asia
Bangladesh X 3/3/20,0,0,Bangladesh,3/3/2020,Asia
Bangladesh X 3/4/20,0,0,Bangladesh,3/4/2020,Asia
Bangladesh X 3/5/20,0,0,Bangladesh,3/5/2020,Asia
Bangladesh X 3/6/20,0,0,Bangladesh,3/6/2020,Asia
Bangladesh X 3/7/20,0,0,Bangladesh,3/7/2020,Asia
Bangladesh X 3/8/20,0,3,Bangladesh,3/8/2020,Asia
Bangladesh X 3/9/20,0,3,Bangladesh,3/9/2020,Asia
Bangladesh X 3/10/20,0,3,Bangladesh,3/10/2020,Asia
Bangladesh X 3/11/20,0,3,Bangladesh,3/11/2020,Asia
Bangladesh X 3/12/20,0,3,Bangladesh,3/12/2020,Asia
Barbados X 1/22/20,0,0,Barbados,1/22/2020,North America
Barbados X 1/23/20,0,0,Barbados,1/23/2020,North America
Barbados X 1/24/20,0,0,Barbados,1/24/2020,North America
Barbados X 1/25/20,0,0,Barbados,1/25/2020,North America
Barbados X 1/26/20,0,0,Barbados,1/26/2020,North America
Barbados X 1/27/20,0,0,Barbados,1/27/2020,North America
Barbados X 1/28/20,0,0,Barbados,1/28/2020,North America
Barbados X 1/29/20,0,0,Barbados,1/29/2020,North America
Barbados X 1/30/20,0,0,Barbados,1/30/2020,North America
Barbados X 1/31/20,0,0,Barbados,1/31/2020,North America
Barbados X 2/1/20,0,0,Barbados,2/1/2020,North America
Barbados X 2/2/20,0,0,Barbados,2/2/2020,North America
Barbados X 2/3/20,0,0,Barbados,2/3/2020,North America
Barbados X 2/4/20,0,0,Barbados,2/4/2020,North America
Barbados X 2/5/20,0,0,Barbados,2/5/2020,North America
Barbados X 2/6/20,0,0,Barbados,2/6/2020,North America
Barbados X 2/7/20,0,0,Barbados,2/7/2020,North America
Barbados X 2/8/20,0,0,Barbados,2/8/2020,North America
Barbados X 2/9/20,0,0,Barbados,2/9/2020,North America
Barbados X 2/10/20,0,0,Barbados,2/10/2020,North America
Barbados X 2/11/20,0,0,Barbados,2/11/2020,North America
Barbados X 2/12/20,0,0,Barbados,2/12/2020,North America
Barbados X 2/13/20,0,0,Barbados,2/13/2020,North America
Barbados X 2/14/20,0,0,Barbados,2/14/2020,North America
Barbados X 2/15/20,0,0,Barbados,2/15/2020,North America
Barbados X 2/16/20,0,0,Barbados,2/16/2020,North America
Barbados X 2/17/20,0,0,Barbados,2/17/2020,North America
Barbados X 2/18/20,0,0,Barbados,2/18/2020,North America
Barbados X 2/19/20,0,0,Barbados,2/19/2020,North America
Barbados X 2/20/20,0,0,Barbados,2/20/2020,North America
Barbados X 2/21/20,0,0,Barbados,2/21/2020,North America
Barbados X 2/22/20,0,0,Barbados,2/22/2020,North America
Barbados X 2/23/20,0,0,Barbados,2/23/2020,North America
Barbados X 2/24/20,0,0,Barbados,2/24/2020,North America
Barbados X 2/25/20,0,0,Barbados,2/25/2020,North America
Barbados X 2/26/20,0,0,Barbados,2/26/2020,North America
Barbados X 2/27/20,0,0,Barbados,2/27/2020,North America
Barbados X 2/28/20,0,0,Barbados,2/28/2020,North America
Barbados X 2/29/20,0,0,Barbados,2/29/2020,North America
Barbados X 3/1/20,0,0,Barbados,3/1/2020,North America
Barbados X 3/2/20,0,0,Barbados,3/2/2020,North America
Barbados X 3/3/20,0,0,Barbados,3/3/2020,North America
Barbados X 3/4/20,0,0,Barbados,3/4/2020,North America
Barbados X 3/5/20,0,0,Barbados,3/5/2020,North America
Barbados X 3/6/20,0,0,Barbados,3/6/2020,North America
Barbados X 3/7/20,0,0,Barbados,3/7/2020,North America
Barbados X 3/8/20,0,0,Barbados,3/8/2020,North America
Barbados X 3/9/20,0,0,Barbados,3/9/2020,North America
Barbados X 3/10/20,0,0,Barbados,3/10/2020,North America
Barbados X 3/11/20,0,0,Barbados,3/11/2020,North America
Barbados X 3/12/20,0,0,Barbados,3/12/2020,North America
Belarus X 1/22/20,0,0,Belarus,1/22/2020,Europe
Belarus X 1/23/20,0,0,Belarus,1/23/2020,Europe
Belarus X 1/24/20,0,0,Belarus,1/24/2020,Europe
Belarus X 1/25/20,0,0,Belarus,1/25/2020,Europe
Belarus X 1/26/20,0,0,Belarus,1/26/2020,Europe
Belarus X 1/27/20,0,0,Belarus,1/27/2020,Europe
Belarus X 1/28/20,0,0,Belarus,1/28/2020,Europe
Belarus X 1/29/20,0,0,Belarus,1/29/2020,Europe
Belarus X 1/30/20,0,0,Belarus,1/30/2020,Europe
Belarus X 1/31/20,0,0,Belarus,1/31/2020,Europe
Belarus X 2/1/20,0,0,Belarus,2/1/2020,Europe
Belarus X 2/2/20,0,0,Belarus,2/2/2020,Europe
Belarus X 2/3/20,0,0,Belarus,2/3/2020,Europe
